Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Item_normalized
17645,Latvia,Potatoes,1999,158782,641.0,326.86,7.07,potatoes
17647,Latvia,Potatoes,2000,145634,641.0,284.72,7.47,potatoes
17649,Latvia,Potatoes,2001,111670,641.0,367.4,6.5,potatoes
17651,Latvia,Potatoes,2002,143358,641.0,335.31,6.83,potatoes
17653,Latvia,Potatoes,2004,128507,641.0,594.46,6.28,potatoes
17655,Latvia,Potatoes,2005,145942,641.0,723.54,6.3,potatoes
17657,Latvia,Potatoes,2006,122151,641.0,743.57,6.95,potatoes
17659,Latvia,Potatoes,2007,159330,641.0,1113.49,7.25,potatoes
17661,Latvia,Potatoes,2008,178148,641.0,1033.0,7.67,potatoes
17663,Latvia,Potatoes,2009,175133,641.0,881.2,6.51,potatoes
17665,Latvia,Potatoes,2010,160797,641.0,1027.5,5.67,potatoes
17667,Latvia,Potatoes,2011,168013,641.0,1070.5,7.25,potatoes
17669,Latvia,Potatoes,2012,191099,641.0,1396.96,5.96,potatoes
17671,Latvia,Potatoes,2013,181648,641.0,1250.0,7.25,potatoes
17674,Lebanon,Potatoes,1990,180927,661.0,1221.0,19.4,potatoes
17678,Lebanon,Potatoes,1991,201527,661.0,1221.0,19.31,potatoes
17682,Lebanon,Potatoes,1992,210345,661.0,1221.0,18.18,potatoes
17686,Lebanon,Potatoes,1993,203846,661.0,1221.0,19.14,potatoes
17690,Lebanon,Potatoes,1994,234268,661.0,1221.0,19.93,potatoes
17694,Lebanon,Potatoes,1995,238774,661.0,1221.0,19.35,potatoes
17698,Lebanon,Potatoes,1996,241493,661.0,1221.0,19.65,potatoes
17702,Lebanon,Potatoes,1997,220000,661.0,1816.0,18.99,potatoes
17706,Lebanon,Potatoes,1998,200000,661.0,1816.0,20.19,potatoes
17710,Lebanon,Potatoes,1999,190270,661.0,1816.0,20.25,potatoes
17714,Lebanon,Potatoes,2000,213178,661.0,1816.0,19.65,potatoes
17718,Lebanon,Potatoes,2001,215966,661.0,1816.0,20.29,potatoes
17722,Lebanon,Potatoes,2002,234970,661.0,1816.0,19.91,potatoes
17726,Lebanon,Potatoes,2004,255504,661.0,1816.0,19.72,potatoes
17730,Lebanon,Potatoes,2005,259594,661.0,1816.0,19.68,potatoes
17734,Lebanon,Potatoes,2006,200000,661.0,1816.0,19.59,potatoes
17738,Lebanon,Potatoes,2007,256020,661.0,1816.0,20.04,potatoes
17742,Lebanon,Potatoes,2008,256020,661.0,1816.0,20.24,potatoes
17746,Lebanon,Potatoes,2009,224868,661.0,1816.0,20.19,potatoes
17750,Lebanon,Potatoes,2010,238514,661.0,1816.0,21.26,potatoes
17754,Lebanon,Potatoes,2011,239130,661.0,1816.0,19.67,potatoes
17758,Lebanon,Potatoes,2012,233333,661.0,1816.0,20.19,potatoes
17762,Lebanon,Potatoes,2013,260759,661.0,1816.0,20.08,potatoes
17766,Lesotho,Potatoes,1990,176905,788.0,0.3,14.48,potatoes
17770,Lesotho,Potatoes,1991,156250,788.0,0.3,14.66,potatoes
17774,Lesotho,Potatoes,1992,148649,788.0,0.3,15.16,potatoes
17778,Lesotho,Potatoes,1993,150000,788.0,0.3,14.95,potatoes
17782,Lesotho,Potatoes,1994,155556,788.0,0.3,14.22,potatoes
17786,Lesotho,Potatoes,1995,156169,788.0,0.3,14.55,potatoes
17790,Lesotho,Potatoes,1996,157202,788.0,0.3,13.93,potatoes
17794,Lesotho,Potatoes,1997,159574,788.0,0.3,14.28,potatoes
17798,Lesotho,Potatoes,1998,160000,788.0,0.3,14.81,potatoes
17802,Lesotho,Potatoes,1999,163462,788.0,0.3,15.34,potatoes
17806,Lesotho,Potatoes,2000,164151,788.0,0.3,14.37,potatoes
17810,Lesotho,Potatoes,2001,162963,788.0,0.3,14.62,potatoes
17814,Lesotho,Potatoes,2002,162858,788.0,0.3,14.69,potatoes
17818,Lesotho,Potatoes,2004,163654,788.0,0.3,14.91,potatoes
17822,Lesotho,Potatoes,2005,164086,788.0,0.53,14.89,potatoes
17826,Lesotho,Potatoes,2006,164720,788.0,5.25,14.18,potatoes
17830,Lesotho,Potatoes,2007,166071,788.0,35.27,14.81,potatoes
17834,Lesotho,Potatoes,2008,166379,788.0,37.44,14.74,potatoes
17838,Lesotho,Potatoes,2009,159649,788.0,77.7,14.62,potatoes
17842,Lesotho,Potatoes,2010,165000,788.0,80.07,15.23,potatoes
17846,Lesotho,Potatoes,2011,164706,788.0,175.27,14.32,potatoes
17850,Lesotho,Potatoes,2012,164286,788.0,271.84,14.62,potatoes
17854,Lesotho,Potatoes,2013,173611,788.0,62.32,14.03,potatoes
17859,Libya,Potatoes,1990,80556,56.0,87.0,19.6,potatoes
17860,Libya,Potatoes,1990,80556,56.0,87.0,20.53,potatoes
17865,Libya,Potatoes,1991,81319,56.0,87.0,18.96,potatoes
17866,Libya,Potatoes,1991,81319,56.0,87.0,19.47,potatoes
17871,Libya,Potatoes,1992,78947,56.0,87.0,19.03,potatoes
17872,Libya,Potatoes,1992,78947,56.0,87.0,19.67,potatoes
17877,Libya,Potatoes,1993,85822,56.0,87.0,19.51,potatoes
17878,Libya,Potatoes,1993,85822,56.0,87.0,20.12,potatoes
17883,Libya,Potatoes,1994,116667,56.0,87.0,19.86,potatoes
17884,Libya,Potatoes,1994,116667,56.0,87.0,20.55,potatoes
17889,Libya,Potatoes,1995,165267,56.0,87.0,19.47,potatoes
17890,Libya,Potatoes,1995,165267,56.0,87.0,20.03,potatoes
17895,Libya,Potatoes,1996,187273,56.0,87.0,19.24,potatoes
17896,Libya,Potatoes,1996,187273,56.0,87.0,20.21,potatoes
17901,Libya,Potatoes,1997,174212,56.0,255.0,19.3,potatoes
17902,Libya,Potatoes,1997,174212,56.0,255.0,20.32,potatoes
17907,Libya,Potatoes,1998,180000,56.0,1262.38,19.75,potatoes
17908,Libya,Potatoes,1998,180000,56.0,1262.38,20.24,potatoes
17913,Libya,Potatoes,1999,249910,56.0,2269.75,20.27,potatoes
17914,Libya,Potatoes,1999,249910,56.0,2269.75,21.08,potatoes
17919,Libya,Potatoes,2000,200000,56.0,3277.13,19.59,potatoes
17920,Libya,Potatoes,2000,200000,56.0,3277.13,20.37,potatoes
17925,Libya,Potatoes,2001,195000,56.0,4284.5,20.09,potatoes
17926,Libya,Potatoes,2001,195000,56.0,4284.5,21.1,potatoes
17931,Libya,Potatoes,2002,195000,56.0,5291.88,19.96,potatoes
17932,Libya,Potatoes,2002,195000,56.0,5291.88,20.73,potatoes
17937,Libya,Potatoes,2004,195000,56.0,7306.63,19.76,potatoes
17938,Libya,Potatoes,2004,195000,56.0,7306.63,20.46,potatoes
17943,Libya,Potatoes,2005,157629,56.0,8314.0,19.48,potatoes
17944,Libya,Potatoes,2005,157629,56.0,8314.0,20.28,potatoes
17949,Libya,Potatoes,2006,195440,56.0,4847.0,19.48,potatoes
17950,Libya,Potatoes,2006,195440,56.0,4847.0,20.64,potatoes
17955,Libya,Potatoes,2007,193333,56.0,3170.0,19.87,potatoes
17956,Libya,Potatoes,2007,193333,56.0,3170.0,20.68,potatoes
17961,Libya,Potatoes,2008,193333,56.0,3824.0,20.17,potatoes
17962,Libya,Potatoes,2008,193333,56.0,3824.0,20.61,potatoes
17967,Libya,Potatoes,2009,194380,56.0,6046.0,19.93,potatoes
17968,Libya,Potatoes,2009,194380,56.0,6046.0,20.54,potatoes
17973,Libya,Potatoes,2010,193849,56.0,3548.0,20.51,potatoes
17974,Libya,Potatoes,2010,193849,56.0,3548.0,21.17,potatoes
17979,Libya,Potatoes,2011,189247,56.0,3548.0,19.44,potatoes
17980,Libya,Potatoes,2011,189247,56.0,3548.0,20.29,potatoes
17985,Libya,Potatoes,2012,189474,56.0,3548.0,20.01,potatoes
17986,Libya,Potatoes,2012,189474,56.0,3548.0,20.81,potatoes
17991,Libya,Potatoes,2013,196667,56.0,3548.0,19.93,potatoes
17992,Libya,Potatoes,2013,196667,56.0,3548.0,20.78,potatoes
17996,Lithuania,Potatoes,1992,94916,656.0,1380.0,7.04,potatoes
17999,Lithuania,Potatoes,1993,145414,656.0,936.0,5.79,potatoes
18002,Lithuania,Potatoes,1994,94112,656.0,713.0,6.3,potatoes
18005,Lithuania,Potatoes,1995,127992,656.0,737.0,6.68,potatoes
18008,Lithuania,Potatoes,1996,163152,656.0,979.0,5.09,potatoes
18011,Lithuania,Potatoes,1997,150974,656.0,928.0,6.29,potatoes
18014,Lithuania,Potatoes,1998,135771,656.0,812.0,6.27,potatoes
18017,Lithuania,Potatoes,1999,141049,656.0,695.0,7.31,potatoes
18020,Lithuania,Potatoes,2000,163916,656.0,688.06,7.69,potatoes
18023,Lithuania,Potatoes,2001,102868,656.0,726.09,6.75,potatoes
18026,Lithuania,Potatoes,2002,154365,656.0,792.6,7.26,potatoes
18029,Lithuania,Potatoes,2004,128802,656.0,1023.6,6.43,potatoes
18032,Lithuania,Potatoes,2005,120987,656.0,1048.5,6.5,potatoes
18035,Lithuania,Potatoes,2006,79083,656.0,1197.0,6.98,potatoes
18038,Lithuania,Potatoes,2007,109110,656.0,2722.82,7.44,potatoes
18041,Lithuania,Potatoes,2008,148017,656.0,2722.55,7.84,potatoes
18044,Lithuania,Potatoes,2009,142167,656.0,2748.8,6.7,potatoes
18047,Lithuania,Potatoes,2010,130301,656.0,1803.77,6.14,potatoes
18050,Lithuania,Potatoes,2011,155889,656.0,2062.34,7.32,potatoes
18053,Lithuania,Potatoes,2012,170776,656.0,2559.9,6.31,potatoes
18056,Lithuania,Potatoes,2013,148606,656.0,2515.69,7.42,potatoes
18058,Madagascar,Cassava,1990,66512,1513.0,128.41,19.62,cassava
18060,Madagascar,Potatoes,1990,69744,1513.0,128.41,19.62,potatoes
18063,Madagascar,Soybeans,1990,10417,1513.0,128.41,19.62,soybeans
18064,Madagascar,Sweet potatoes,1990,53407,1513.0,128.41,19.62,sweet potatoes
18066,Madagascar,Cassava,1991,66523,1513.0,131.0,19.79,cassava
18068,Madagascar,Potatoes,1991,55983,1513.0,131.0,19.79,potatoes
18071,Madagascar,Soybeans,1991,6349,1513.0,131.0,19.79,soybeans
18072,Madagascar,Sweet potatoes,1991,50308,1513.0,131.0,19.79,sweet potatoes
18074,Madagascar,Cassava,1992,67059,1513.0,101.06,19.76,cassava
18076,Madagascar,Potatoes,1992,56560,1513.0,101.06,19.76,potatoes
18079,Madagascar,Soybeans,1992,6320,1513.0,101.06,19.76,soybeans
18080,Madagascar,Sweet potatoes,1992,53107,1513.0,101.06,19.76,sweet potatoes
18082,Madagascar,Cassava,1993,67718,1513.0,109.41,19.95,cassava
18084,Madagascar,Potatoes,1993,56429,1513.0,109.41,19.95,potatoes
18087,Madagascar,Soybeans,1993,6292,1513.0,109.41,19.95,soybeans
18088,Madagascar,Sweet potatoes,1993,51059,1513.0,109.41,19.95,sweet potatoes
18090,Madagascar,Cassava,1994,67429,1513.0,76.15,19.96,cassava
18092,Madagascar,Potatoes,1994,58442,1513.0,76.15,19.96,potatoes
18095,Madagascar,Soybeans,1994,6264,1513.0,76.15,19.96,soybeans
18096,Madagascar,Sweet potatoes,1994,53846,1513.0,76.15,19.96,sweet potatoes
18098,Madagascar,Cassava,1995,68867,1513.0,73.08,19.96,cassava
18100,Madagascar,Potatoes,1995,56853,1513.0,73.08,19.96,potatoes
18103,Madagascar,Soybeans,1995,6236,1513.0,73.08,19.96,soybeans
18104,Madagascar,Sweet potatoes,1995,59055,1513.0,73.08,19.96,sweet potatoes
18106,Madagascar,Cassava,1996,67441,1513.0,152.01,19.71,cassava
18108,Madagascar,Potatoes,1996,57166,1513.0,152.01,19.71,potatoes
18111,Madagascar,Soybeans,1996,6208,1513.0,152.01,19.71,soybeans
18112,Madagascar,Sweet potatoes,1996,58140,1513.0,152.01,19.71,sweet potatoes
18114,Madagascar,Cassava,1997,67542,1513.0,139.89,19.97,cassava
18116,Madagascar,Potatoes,1997,57377,1513.0,139.89,19.97,potatoes
18119,Madagascar,Soybeans,1997,6180,1513.0,139.89,19.97,soybeans
18120,Madagascar,Sweet potatoes,1997,56044,1513.0,139.89,19.97,sweet potatoes
18122,Madagascar,Cassava,1998,67000,1513.0,88.26,20.11,cassava
18124,Madagascar,Potatoes,1998,57377,1513.0,88.26,20.11,potatoes
18127,Madagascar,Soybeans,1998,6152,1513.0,88.26,20.11,soybeans
18128,Madagascar,Sweet potatoes,1998,54255,1513.0,88.26,20.11,sweet potatoes
18130,Madagascar,Cassava,1999,69994,1513.0,49.52,19.82,cassava
18132,Madagascar,Potatoes,1999,59388,1513.0,49.52,19.82,potatoes
18135,Madagascar,Soybeans,1999,6124,1513.0,49.52,19.82,soybeans
18136,Madagascar,Sweet potatoes,1999,56522,1513.0,49.52,19.82,sweet potatoes
18138,Madagascar,Cassava,2000,70036,1513.0,130.46,19.65,cassava
18140,Madagascar,Potatoes,2000,58269,1513.0,130.46,19.65,potatoes
18143,Madagascar,Soybeans,2000,6096,1513.0,130.46,19.65,soybeans
18144,Madagascar,Sweet potatoes,2000,56319,1513.0,130.46,19.65,sweet potatoes
18146,Madagascar,Cassava,2001,71320,1513.0,87.59,20.12,cassava
18148,Madagascar,Potatoes,2001,59661,1513.0,87.59,20.12,potatoes
18151,Madagascar,Soybeans,2001,6068,1513.0,87.59,20.12,soybeans
18152,Madagascar,Sweet potatoes,2001,57555,1513.0,87.59,20.12,sweet potatoes
18154,Madagascar,Cassava,2002,67157,1513.0,240.84,20.14,cassava
18156,Madagascar,Potatoes,2002,59621,1513.0,240.84,20.14,potatoes
18159,Madagascar,Soybeans,2002,6040,1513.0,240.84,20.14,soybeans
18160,Madagascar,Sweet potatoes,2002,52178,1513.0,240.84,20.14,sweet potatoes
18162,Madagascar,Cassava,2004,55178,1513.0,68.01,19.87,cassava
18164,Madagascar,Potatoes,2004,56139,1513.0,68.01,19.87,potatoes
18167,Madagascar,Soybeans,2004,5990,1513.0,68.01,19.87,soybeans
18168,Madagascar,Sweet potatoes,2004,51282,1513.0,68.01,19.87,sweet potatoes
18170,Madagascar,Cassava,2005,76239,1513.0,114.51,20.05,cassava
18172,Madagascar,Potatoes,2005,58561,1513.0,114.51,20.05,potatoes
18175,Madagascar,Soybeans,2005,5968,1513.0,114.51,20.05,soybeans
18176,Madagascar,Sweet potatoes,2005,70897,1513.0,114.51,20.05,sweet potatoes
18178,Madagascar,Cassava,2006,76035,1513.0,109.39,20.09,cassava
18180,Madagascar,Potatoes,2006,58565,1513.0,109.39,20.09,potatoes
18183,Madagascar,Soybeans,2006,5946,1513.0,109.39,20.09,soybeans
18184,Madagascar,Sweet potatoes,2006,72428,1513.0,109.39,20.09,sweet potatoes
18186,Madagascar,Cassava,2007,75811,1513.0,93.88,20.02,cassava
18188,Madagascar,Potatoes,2007,59881,1513.0,93.88,20.02,potatoes
18191,Madagascar,Soybeans,2007,5924,1513.0,93.88,20.02,soybeans
18192,Madagascar,Sweet potatoes,2007,72814,1513.0,93.88,20.02,sweet potatoes
18194,Madagascar,Cassava,2008,76713,1513.0,112.11,19.79,cassava
18196,Madagascar,Potatoes,2008,59912,1513.0,112.11,19.79,potatoes
18199,Madagascar,Soybeans,2008,5902,1513.0,112.11,19.79,soybeans
18200,Madagascar,Sweet potatoes,2008,71262,1513.0,112.11,19.79,sweet potatoes
18202,Madagascar,Cassava,2009,75058,1513.0,143.9,20.13,cassava
18204,Madagascar,Potatoes,2009,59915,1513.0,143.9,20.13,potatoes
18207,Madagascar,Soybeans,2009,5880,1513.0,143.9,20.13,soybeans
18208,Madagascar,Sweet potatoes,2009,71721,1513.0,143.9,20.13,sweet potatoes
18210,Madagascar,Cassava,2010,74144,1513.0,241.89,20.31,cassava
18212,Madagascar,Potatoes,2010,58940,1513.0,241.89,20.31,potatoes
18215,Madagascar,Soybeans,2010,5960,1513.0,241.89,20.31,soybeans
18216,Madagascar,Sweet potatoes,2010,72205,1513.0,241.89,20.31,sweet potatoes
18218,Madagascar,Cassava,2011,73945,1513.0,310.36,20.33,cassava
18220,Madagascar,Potatoes,2011,58963,1513.0,310.36,20.33,potatoes
18223,Madagascar,Soybeans,2011,5962,1513.0,310.36,20.33,soybeans
18224,Madagascar,Sweet potatoes,2011,74011,1513.0,310.36,20.33,sweet potatoes
18226,Madagascar,Cassava,2012,76214,1513.0,377.71,19.78,cassava
18228,Madagascar,Potatoes,2012,59267,1513.0,377.71,19.78,potatoes
18231,Madagascar,Soybeans,2012,6000,1513.0,377.71,19.78,soybeans
18232,Madagascar,Sweet potatoes,2012,75760,1513.0,377.71,19.78,sweet potatoes
18234,Madagascar,Cassava,2013,77707,1513.0,507.94,19.34,cassava
18236,Madagascar,Potatoes,2013,59375,1513.0,507.94,19.34,potatoes
18239,Madagascar,Soybeans,2013,5867,1513.0,507.94,19.34,soybeans
18240,Madagascar,Sweet potatoes,2013,77058,1513.0,507.94,19.34,sweet potatoes
18242,Malawi,Cassava,1990,23536,1181.0,173.19,20.86,cassava
18244,Malawi,Plantains and others,1990,40179,1181.0,173.19,20.86,plantains and others
18245,Malawi,Potatoes,1990,102044,1181.0,173.19,20.86,potatoes
18249,Malawi,Cassava,1991,23432,1181.0,173.19,20.4,cassava
18251,Malawi,Plantains and others,1991,40000,1181.0,173.19,20.4,plantains and others
18252,Malawi,Potatoes,1991,66730,1181.0,173.19,20.4,potatoes
18256,Malawi,Cassava,1992,20140,1181.0,173.19,20.89,cassava
18258,Malawi,Plantains and others,1992,39362,1181.0,173.19,20.89,plantains and others
18259,Malawi,Potatoes,1992,135970,1181.0,173.19,20.89,potatoes
18263,Malawi,Cassava,1993,28781,1181.0,173.19,20.43,cassava
18265,Malawi,Plantains and others,1993,38789,1181.0,173.19,20.43,plantains and others
18266,Malawi,Potatoes,1993,90947,1181.0,173.19,20.43,potatoes
18270,Malawi,Cassava,1994,34660,1181.0,173.19,20.59,cassava
18272,Malawi,Plantains and others,1994,38004,1181.0,173.19,20.59,plantains and others
18273,Malawi,Potatoes,1994,85376,1181.0,173.19,20.59,potatoes
18277,Malawi,Cassava,1995,34669,1181.0,173.19,20.86,cassava
18279,Malawi,Plantains and others,1995,38004,1181.0,173.19,20.86,plantains and others
18280,Malawi,Potatoes,1995,58002,1181.0,173.19,20.86,potatoes
18284,Malawi,Cassava,1996,45875,1181.0,173.19,20.47,cassava
18286,Malawi,Plantains and others,1996,38480,1181.0,173.19,20.47,plantains and others
18287,Malawi,Potatoes,1996,90293,1181.0,173.19,20.47,potatoes
18291,Malawi,Cassava,1997,57249,1181.0,173.19,20.62,cassava
18293,Malawi,Plantains and others,1997,38907,1181.0,173.19,20.62,plantains and others
18294,Malawi,Potatoes,1997,95765,1181.0,173.19,20.62,potatoes
18298,Malawi,Cassava,1998,54939,1181.0,131.59,20.92,cassava
18300,Malawi,Plantains and others,1998,42756,1181.0,131.59,20.92,plantains and others
18301,Malawi,Potatoes,1998,104774,1181.0,131.59,20.92,potatoes
18305,Malawi,Cassava,1999,54563,1181.0,123.64,20.26,cassava
18307,Malawi,Plantains and others,1999,48810,1181.0,123.64,20.26,plantains and others
18308,Malawi,Potatoes,1999,112207,1181.0,123.64,20.26,potatoes
18312,Malawi,Cassava,2000,154605,1181.0,220.22,20.22,cassava
18314,Malawi,Plantains and others,2000,57895,1181.0,220.22,20.22,plantains and others
18315,Malawi,Potatoes,2000,114561,1181.0,220.22,20.22,potatoes
18319,Malawi,Cassava,2001,169416,1181.0,177.24,20.59,cassava
18321,Malawi,Plantains and others,2001,65714,1181.0,177.24,20.59,plantains and others
18322,Malawi,Potatoes,2001,135370,1181.0,177.24,20.59,potatoes
18326,Malawi,Cassava,2002,149635,1181.0,134.25,20.76,cassava
18328,Malawi,Plantains and others,2002,75000,1181.0,134.25,20.76,plantains and others
18329,Malawi,Potatoes,2002,126773,1181.0,134.25,20.76,potatoes
18333,Malawi,Cassava,2004,161644,1181.0,48.28,20.44,cassava
18335,Malawi,Plantains and others,2004,100000,1181.0,48.28,20.44,plantains and others
18336,Malawi,Potatoes,2004,120873,1181.0,48.28,20.44,potatoes
18339,Malawi,Soybeans,2004,6447,1181.0,48.28,20.44,soybeans
18341,Malawi,Cassava,2005,142995,1181.0,295.51,21.37,cassava
18343,Malawi,Plantains and others,2005,96875,1181.0,295.51,21.37,plantains and others
18344,Malawi,Potatoes,2005,90371,1181.0,295.51,21.37,potatoes
18347,Malawi,Soybeans,2005,5797,1181.0,295.51,21.37,soybeans
18349,Malawi,Cassava,2006,173116,1181.0,202.35,20.63,cassava
18351,Malawi,Plantains and others,2006,94118,1181.0,202.35,20.63,plantains and others
18352,Malawi,Potatoes,2006,133445,1181.0,202.35,20.63,potatoes
18355,Malawi,Soybeans,2006,7639,1181.0,202.35,20.63,soybeans
18357,Malawi,Cassava,2007,187722,1181.0,524.46,20.67,cassava
18359,Malawi,Plantains and others,2007,94286,1181.0,524.46,20.67,plantains and others
18360,Malawi,Potatoes,2007,151922,1181.0,524.46,20.67,potatoes
18363,Malawi,Soybeans,2007,8972,1181.0,524.46,20.67,soybeans
18365,Malawi,Cassava,2008,190760,1181.0,624.52,20.42,cassava
18367,Malawi,Plantains and others,2008,95374,1181.0,624.52,20.42,plantains and others
18368,Malawi,Potatoes,2008,146009,1181.0,624.52,20.42,potatoes
18371,Malawi,Soybeans,2008,8722,1181.0,624.52,20.42,soybeans
18373,Malawi,Cassava,2009,202912,1181.0,736.25,20.68,cassava
18375,Malawi,Plantains and others,2009,96524,1181.0,736.25,20.68,plantains and others
18376,Malawi,Potatoes,2009,161923,1181.0,736.25,20.68,potatoes
18379,Malawi,Soybeans,2009,9804,1181.0,736.25,20.68,soybeans
18381,Malawi,Cassava,2010,204311,1181.0,584.12,21.34,cassava
18383,Malawi,Plantains and others,2010,97581,1181.0,584.12,21.34,plantains and others
18384,Malawi,Potatoes,2010,160600,1181.0,584.12,21.34,potatoes
18387,Malawi,Soybeans,2010,9757,1181.0,584.12,21.34,soybeans
18389,Malawi,Cassava,2011,215408,1181.0,553.57,20.92,cassava
18391,Malawi,Plantains and others,2011,98694,1181.0,553.57,20.92,plantains and others
18392,Malawi,Potatoes,2011,159930,1181.0,553.57,20.92,potatoes
18395,Malawi,Soybeans,2011,9977,1181.0,553.57,20.92,soybeans
18397,Malawi,Cassava,2012,223883,1181.0,775.83,20.42,cassava
18399,Malawi,Plantains and others,2012,100000,1181.0,775.83,20.42,plantains and others
18400,Malawi,Potatoes,2012,172009,1181.0,775.83,20.42,potatoes
18403,Malawi,Soybeans,2012,10433,1181.0,775.83,20.42,soybeans
18405,Malawi,Cassava,2013,228041,1181.0,1500.27,19.68,cassava
18407,Malawi,Plantains and others,2013,100966,1181.0,1500.27,19.68,plantains and others
18408,Malawi,Potatoes,2013,175414,1181.0,1500.27,19.68,potatoes
18411,Malawi,Soybeans,2013,9791,1181.0,1500.27,19.68,soybeans
18413,Malaysia,Cassava,1990,97297,2875.0,39406.48,27.21,cassava
18416,Malaysia,Soybeans,1990,3333,2875.0,39406.48,27.21,soybeans
18417,Malaysia,Sweet potatoes,1990,110000,2875.0,39406.48,27.21,sweet potatoes
18418,Malaysia,Cassava,1991,103125,2875.0,39406.48,27.04,cassava
18421,Malaysia,Sweet potatoes,1991,110000,2875.0,39406.48,27.04,sweet potatoes
18422,Malaysia,Cassava,1992,103333,2875.0,39406.48,27.05,cassava
18425,Malaysia,Sweet potatoes,1992,110000,2875.0,39406.48,27.05,sweet potatoes
18426,Malaysia,Cassava,1993,111111,2875.0,39406.48,26.99,cassava
18429,Malaysia,Sweet potatoes,1993,110000,2875.0,39406.48,26.99,sweet potatoes
18430,Malaysia,Cassava,1994,112000,2875.0,39406.48,27.0,cassava
18433,Malaysia,Sweet potatoes,1994,110000,2875.0,39406.48,27.0,sweet potatoes
18434,Malaysia,Cassava,1995,115000,2875.0,39406.48,27.05,cassava
18437,Malaysia,Sweet potatoes,1995,110000,2875.0,39406.48,27.05,sweet potatoes
18438,Malaysia,Cassava,1996,114286,2875.0,39406.48,27.04,cassava
18441,Malaysia,Sweet potatoes,1996,109375,2875.0,39406.48,27.04,sweet potatoes
18442,Malaysia,Cassava,1997,123333,2875.0,39406.48,27.29,cassava
18445,Malaysia,Sweet potatoes,1997,111111,2875.0,39406.48,27.29,sweet potatoes
18446,Malaysia,Cassava,1998,141667,2875.0,39406.48,27.89,cassava
18449,Malaysia,Sweet potatoes,1998,112000,2875.0,39406.48,27.89,sweet potatoes
18450,Malaysia,Cassava,1999,150000,2875.0,39406.48,26.95,cassava
18453,Malaysia,Sweet potatoes,1999,108696,2875.0,39406.48,26.95,sweet potatoes
18454,Malaysia,Cassava,2000,141176,2875.0,39406.48,27.14,cassava
18457,Malaysia,Sweet potatoes,2000,111111,2875.0,39406.48,27.14,sweet potatoes
18458,Malaysia,Cassava,2001,157143,2875.0,39406.48,27.24,cassava
18461,Malaysia,Sweet potatoes,2001,113900,2875.0,39406.48,27.24,sweet potatoes
18462,Malaysia,Cassava,2002,172414,2875.0,39406.48,27.57,cassava
18465,Malaysia,Sweet potatoes,2002,108800,2875.0,39406.48,27.57,sweet potatoes
18466,Malaysia,Cassava,2004,202500,2875.0,39406.48,27.35,cassava
18469,Malaysia,Sweet potatoes,2004,120523,2875.0,39406.48,27.35,sweet potatoes
18470,Malaysia,Cassava,2005,222857,2875.0,39406.48,27.59,cassava
18473,Malaysia,Sweet potatoes,2005,126406,2875.0,39406.48,27.59,sweet potatoes
18474,Malaysia,Cassava,2006,233333,2875.0,39406.48,27.29,cassava
18477,Malaysia,Sweet potatoes,2006,142868,2875.0,39406.48,27.29,sweet potatoes
18478,Malaysia,Cassava,2007,161565,2875.0,46868.35,27.23,cassava
18481,Malaysia,Sweet potatoes,2007,162751,2875.0,46868.35,27.23,sweet potatoes
18482,Malaysia,Cassava,2008,152025,2875.0,54821.91,27.12,cassava
18485,Malaysia,Sweet potatoes,2008,139251,2875.0,54821.91,27.12,sweet potatoes
18486,Malaysia,Cassava,2009,222790,2875.0,52464.19,27.47,cassava
